,bike_id,bus,order,id,name,경도,위도
706,[2630],N32,63,24202,서울방이동고분군,127.115171,37.508425
707,"[1260,4461]",N32,64,24206,삼익아파트미성아파트,127.120383,37.506087
658,[2620],N32,15,24214,송파나루역,127.111674,37.510679
659,"[1211,2608]",N32,16,24215,송파구청.방이맛골,127.107827,37.513184
783,,N34,62,24216,잠실진주아파트,127.109619,37.516175
657,[2620],N32,14,24220,방이우체국,127.113925,37.509513
655,"[1260,4461]",N32,12,24224,한양삼익아파트,127.121625,37.505951
784,[4856],N34,63,24231,올림픽회관,127.11515,37.520913
785,"[1088,2638,4892]",N34,64,24232,풍납동극동.쌍용아파트,127.118607,37.526705
654,[1214],N32,11,24249,오금동현대아파트,127.126433,37.503294
653,"[4872,4873]",N32,10,24250,오금공원앞,127.133101,37.499157
652,"[4872,4873]",N32,9,24251,오금동상아아파트,127.135938,37.497654
651,"[2616,2617,4881]",N32,8,24252,보인고교.오금동삼성아파트,127.138346,37.496343
650,"[1204,1227]",N32,7,24270,거여역,127.142666,37.494054
712,[1227],N32,69,24271,거여역현대아파트,127.14235,37.493849
714,"[1229,4469]",N32,71,24272,체육문화회관,127.143376,37.490804
649,"[1229,4469]",N32,6,24275,거여아파트단지앞,127.143575,37.490464
913,"[1250,4880]",N37,106,24333,문정2동주민센터.청소년수련관,127.112541,37.490477
914,,N37,107,24334,훼미리근린공원,127.11491,37.491185
710,"[4872,4873]",N32,67,24348,개롱역3번출구,127.135256,37.497643
711,[2617],N32,68,24349,삼환아파트,127.137465,37.496575
708,"[1214,1253]",N32,65,24369,송파경찰서.오금역,127.126763,37.50268
812,"[1257,4480]",N37,4,24386,가락시장.가락몰,127.115874,37.491843
813,"[1250,4880]",N37,5,24387,가락시장남문,127.112403,37.4908
656,[2630],N32,13,24391,서울방이동고분군,127.116198,37.50821
713,"[1204,1227,1229,4469]",N32,70,24403,거여역7번출구,127.144006,37.492336
648,"[4895,4896]",N32,5,24421,세계로병원,127.142165,37.486735
715,"[4895,4896]",N32,72,24422,세계로병원,127.141832,37.487456
716,[4875],N32,73,24424,호반써밋송파1차,127.140508,37.484342
647,[4875],N32,4,24425,호반써밋송파2차,127.140824,37.483585
719,,N32,76,24439,위례포레샤인.위례31단지후문,127.13343,37.474753
644,,N32,1,24440,위례31단지.위례포레샤인후문,127.133381,37.474455
646,"[1263,2650]",N32,3,24441,위례송파더센트레.송파푸르지오,127.138834,37.479479
717,[1263],N32,74,24443,위례송파푸르지오.송파더센트레,127.138856,37.480743
709,,N32,66,24459,가락래미안앞,127.132413,37.499257
742,"[1088,1208]",N34,21,24468,현대아파트앞,127.119361,37.528759
75,"[2605,2607]",N13,75,24503,복정역환승센터3번승강장,127.12759,37.46993
643,"[2605,2607]",N32,0,24503,복정역환승센터3번승강장,127.12759,37.46993
808,"[2605,2607]",N37,0,24503,복정역환승센터3번승강장,127.12759,37.46993
718,"[2634,2650]",N32,75,24653,위례포레샤인.송파꿈에그린서문,127.137112,37.477028
645,"[1290,2634,4456]",N32,2,24654,송파꿈에그린서문.위례포레샤인,127.137531,37.476202
74,"[2605,2607]",N13,74,24658,복정역환승주차장,127.128144,37.470728
720,"[2605,2607]",N32,77,24658,복정역환승주차장,127.128144,37.470728
918,"[2605,2607]",N37,111,24658,복정역환승주차장,127.128144,37.470728
624,[1011],N30,77,25010,길동사거리.강동세무서,127.135989,37.534643
623,"[1077,3680]",N30,76,25012,강동역,127.131808,37.535954
548,[1021],N30,0,25101,강동공영차고지,127.173777,37.564239
721,[1021],N34,0,25101,강동공영차고지,127.173777,37.564239
642,[1021],N30,95,25102,강동공영차고지,127.174038,37.563968
807,[1021],N34,86,25102,강동공영차고지,127.174038,37.563968
549,"[1054,1079]",N30,1,25103,고덕리엔파크1단지,127.170471,37.56116
722,"[1054,1079]",N34,1,25103,고덕리엔파크1단지,127.170471,37.56116
641,"[1054,1079]",N30,94,25104,고덕리엔파크1단지,127.170696,37.561365
806,"[1054,1079]",N34,85,25104,고덕리엔파크1단지,127.170696,37.561365
550,"[1016,1054]",N30,2,25105,해뜨는주유소,127.170899,37.559009
723,"[1016,1054]",N34,2,25105,해뜨는주유소,127.170899,37.559009
640,"[1016,1054]",N30,93,25106,해뜨는주유소,127.170989,37.559757
805,"[1016,1054]",N34,84,25106,해뜨는주유소,127.170989,37.559757
566,"[1010,1022]",N30,18,25123,길동사거리.강동세무서,127.137523,37.534446
567,"[1077,3680]",N30,19,25125,강동역1번출구.동신중학교,127.132159,37.536151
568,[1080],N30,20,25127,천호역5번출구.천호사거리,127.12714,37.537755
622,"[1029,1080]",N30,75,25128,천호역6번출구.천호사거리,127.127192,37.537241
551,,N30,3,25131,상일동역4번출구.센트럴푸르지오,127.169252,37.557223
724,,N34,3,25131,상일동역4번출구.센트럴푸르지오,127.169252,37.557223
639,[1090],N30,92,25132,상일동역6번출구.고덕아르테온,127.168118,37.556817
804,[1090],N34,83,25132,상일동역6번출구.고덕아르테온,127.168118,37.556817
552,[1090],N30,4,25133,상일동역1번출구,127.164448,37.556588
725,[1090],N34,4,25133,상일동역1번출구,127.164448,37.556588
638,[1090],N30,91,25134,상일동역8번출구,127.164701,37.556357
803,[1090],N34,82,25134,상일동역8번출구,127.164701,37.556357
553,[1071],N30,5,25135,고덕그라시움,127.160832,37.556058
726,[1071],N34,5,25135,고덕그라시움,127.160832,37.556058
637,[1071],N30,90,25136,고덕그라시움,127.160272,37.555728
802,[1071],N34,81,25136,고덕그라시움,127.160272,37.555728
554,"[1052,1070,1071]",N30,6,25137,고덕평생학습관.온조대왕체육관,127.158142,37.555688
727,"[1052,1070,1071]",N34,6,25137,고덕평생학습관.온조대왕체육관,127.158142,37.555688
636,"[1052,1070]",N30,89,25138,고덕평생학습관.온조대왕체육관,127.157508,37.555352
801,"[1052,1070]",N34,80,25138,고덕평생학습관.온조대왕체육관,127.157508,37.555352
555,"[1035,1052,1068,1070,1072]",N30,7,25139,고덕역,127.155849,37.555373
728,"[1035,1052,1068,1070,1072]",N34,7,25139,고덕역,127.155849,37.555373
635,"[1035,1068,1072]",N30,88,25140,고덕역,127.155082,37.555
800,"[1035,1068,1072]",N34,79,25140,고덕역,127.155082,37.555
556,,N30,8,25141,배재중고등학교,127.149451,37.554789
729,,N34,8,25141,배재중고등학교,127.149451,37.554789
634,,N30,87,25142,배재중고등학교,127.149464,37.554522
799,,N34,78,25142,배재중고등학교,127.149464,37.554522
557,[1085],N30,9,25143,동부기술교육원.장애인종합복지관,127.146585,37.554792
730,[1085],N34,9,25143,동부기술교육원.장애인종합복지관,127.146585,37.554792
633,[1085],N30,86,25144,동부기술교육원.장애인종합복지관,127.146394,37.554566
798,[1085],N34,77,25144,동부기술교육원.장애인종합복지관,127.146394,37.554566
731,"[1006,3659]",N34,10,25145,명일초등학교,127.143437,37.554867
797,"[1006,3659]",N34,76,25146,명일초등학교,127.143468,37.554602
732,"[1051,3658]",N34,11,25147,암사3동주민센터(강동롯데캐슬퍼스트),127.139278,37.554801
796,"[1051,3658]",N34,75,25148,암사3동주민센터프라이어팰리스,127.139319,37.554559
733,"[1051,3658]",N34,12,25149,강일중.선사고,127.137146,37.554807
795,[1051],N34,74,25150,강일중.선사고,127.13595,37.554585
734,[1031],N34,13,25151,신암중학교,127.131364,37.554839
794,[1031],N34,73,25152,신암중학교,127.131321,37.554614
735,[1004],N34,14,25153,삼성광나루아파트.암사동유적,127.128575,37.553395
793,[1004],N34,72,25154,삼성광나루아파트.암사동유적,127.128922,37.55334
736,[1008],N34,15,25155,암사역선사현대아파트,127.127633,37.550841
792,[1008],N34,71,25156,암사역2번출구.암사종합시장,127.127528,37.549601
737,[1002],N34,16,25157,천호동공원,127.125912,37.545969
791,[1002],N34,70,25158,천호동공원,127.126175,37.545873
738,"[1001,1003]",N34,17,25159,서울현대요양병원,127.124817,37.542919
790,"[1001,3657]",N34,69,25160,서울현대요양병원,127.124856,37.542061
739,"[1001,1009,3657]",N34,18,25161,천호역현대백화점.노동권익센터,127.123821,37.540243
789,"[1009,1264,3657]",N34,68,25162,천호역현대백화점.노동권익센터,127.124006,37.539953
788,[1012],N34,67,25163,천호역,127.122769,37.535973
787,"[1013,1028,1274]",N34,66,25164,강동구청역1번출구.영파여고,127.121298,37.531901
632,"[1086,1014]",N30,85,25232,명일역3번출구.래미안솔베뉴,127.144224,37.551887
558,[1014],N30,10,25233,명일역2번출구,127.143971,37.55215
559,"[1086,1014]",N30,11,25234,명일역1번출구.명일전통시장,127.14367,37.550025
631,"[1086,1014]",N30,84,25235,명일역4번출구.명일전통시장,127.144066,37.550314
560,,N30,12,25236,굽은다리사거리,127.143328,37.54791
630,,N30,83,25237,굽은다리사거리,127.143559,37.547266
562,[3683],N30,14,25238,십자성마을,127.141971,37.543458
628,"[3682,3683]",N30,81,25239,십자성마을,127.142122,37.542979
564,[3681],N30,16,25240,길동역1번출구,127.13994,37.537972
626,[3681],N30,79,25241,길동역3번출구,127.140008,37.537314
565,"[1010,1047,3681]",N30,17,25242,예닮요양병원,127.138935,37.535525
625,"[1010,1022,3681]",N30,78,25243,예닮요양병원,127.139254,37.535126
627,"[1073,1076,3682]",N30,80,25311,천동초교입구사거리,127.141012,37.539955
563,"[1073,1076,3682]",N30,15,25312,천동초교입구사거리,127.140662,37.53994
786,"[1088,1208]",N34,65,25313,강동구청역농협중앙회,127.120036,37.529011
561,"[1044,3683]",N30,13,25348,굽은다리역구민회관.강동홈플러스,127.142715,37.545358
629,[1044],N30,82,25349,굽은다리역구민회관.강동홈플러스,127.143063,37.545612
863,,N37,56,35160,동산동능모퉁이.한국지역난방공 ,126.905667,37.646859
1579,,N72,0,35331,은평공영차고지,126.883123,37.591549
1252,,N61,180,38003,철산리버빌아파트,126.867046,37.492702
1079,,N61,6,38079,철산리버빌아파트,126.867537,37.492436
